year,category,winner,entity,extra
1927,ACTOR,FALSE,Richard Barthelmess,1
1927,ACTRESS,FALSE,Louise Dresser,2
1927,ACTRESS,FALSE,Gloria Swanson,3
1927,ART DIRECTION,FALSE,Rochus Gliese,4
1927,ART DIRECTION,FALSE,Harry Oliver,5
1927,CINEMATOGRAPHY,FALSE,George Barnes,6
1927,DIRECTING (Comedy Picture),FALSE,Ted Wilde,7
1927,DIRECTING (Dramatic Picture),FALSE,Herbert Brenon,8
1927,DIRECTING (Dramatic Picture),FALSE,King Vidor,9
1927,ENGINEERING EFFECTS,FALSE,Ralph Hammeras,10
1927,ENGINEERING EFFECTS,FALSE,Nugent Slaughter,11
1927,OUTSTANDING PICTURE,FALSE,The Caddo Company,12
1927,OUTSTANDING PICTURE,FALSE,Fox,13
1927,UNIQUE AND ARTISTIC PICTURE,FALSE,Metro-Goldwyn-Mayer,14
1927,UNIQUE AND ARTISTIC PICTURE,FALSE,Paramount Famous Lasky,15
1927,WRITING (Adaptation),FALSE,Alfred Cohn,16
1927,WRITING (Adaptation),FALSE,Anthony Coldeway,17
1927,WRITING (Original Story),FALSE,Lajos Biro,18
1927,WRITING (Title Writing),FALSE,Gerald Duffy,19
1927,WRITING (Title Writing),FALSE,"George Marion, Jr.",20
1928,ACTOR,FALSE,George Bancroft,21
1928,ACTOR,FALSE,Chester Morris,22
1928,ACTOR,FALSE,Paul Muni,23
1928,ACTOR,FALSE,Lewis Stone,24
1928,ACTRESS,FALSE,Ruth Chatterton,25
1928,ACTRESS,FALSE,Betty Compson,26
1928,ACTRESS,FALSE,Jeanne Eagels,27
1928,ACTRESS,FALSE,Corinne Griffith,28
1928,ACTRESS,FALSE,Bessie Love,29
1928,ART DIRECTION,FALSE,Hans Dreier,30
1928,ART DIRECTION,FALSE,Mitchell Leisen,31
1928,ART DIRECTION,FALSE,William Cameron Menzies,32
1928,ART DIRECTION,FALSE,Harry Oliver,33
1928,CINEMATOGRAPHY,FALSE,George Barnes,34
1928,CINEMATOGRAPHY,FALSE,Arthur Edeson,35
1928,CINEMATOGRAPHY,FALSE,Ernest Palmer,36
1928,CINEMATOGRAPHY,FALSE,John Seitz,37
1928,DIRECTING,FALSE,Lionel Barrymore,38
1928,DIRECTING,FALSE,Harry Beaumont,39
1928,DIRECTING,FALSE,Irving Cummings,40
1928,DIRECTING,FALSE,Frank Lloyd,41
1928,DIRECTING,FALSE,Ernst Lubitsch,42
1928,OUTSTANDING PICTURE,FALSE,Feature Productions,43
1928,OUTSTANDING PICTURE,FALSE,Fox,44
1928,OUTSTANDING PICTURE,FALSE,Metro-Goldwyn-Mayer,45
1928,OUTSTANDING PICTURE,FALSE,Paramount Famous Lasky,46
1928,WRITING,FALSE,Tom Barry,47
1928,WRITING,FALSE,Elliott Clawson,48
1928,WRITING,FALSE,Hans Kraly,49
1928,WRITING,FALSE,Josephine Lovett,50
1928,WRITING,FALSE,Bess Meredyth,51
1929,ACTOR,FALSE,George Arliss,52
1929,ACTOR,FALSE,Wallace Beery,53
1929,ACTOR,FALSE,Maurice Chevalier,54
1929,ACTOR,FALSE,Ronald Colman,55
1929,ACTOR,FALSE,Lawrence Tibbett,56
1929,ACTRESS,FALSE,Nancy Carroll,57
1929,ACTRESS,FALSE,Ruth Chatterton,58
1929,ACTRESS,FALSE,Greta Garbo,59
1929,ACTRESS,FALSE,Norma Shearer,60
1929,ACTRESS,FALSE,Gloria Swanson,61
1929,ART DIRECTION,FALSE,Bulldog Drummond,62
1929,ART DIRECTION,FALSE,The Love Parade,63
1929,ART DIRECTION,FALSE,Sally,64
1929,ART DIRECTION,FALSE,The Vagabond King,65
1929,CINEMATOGRAPHY,FALSE,All Quiet on the Western Front,66
1929,CINEMATOGRAPHY,FALSE,Anna Christie,67
1929,CINEMATOGRAPHY,FALSE,Hell's Angels,68
1929,CINEMATOGRAPHY,FALSE,The Love Parade,69
1929,DIRECTING,FALSE,Clarence Brown,70
1929,DIRECTING,FALSE,Robert Leonard,71
1929,DIRECTING,FALSE,Ernst Lubitsch,72
1929,DIRECTING,FALSE,King Vidor,73
1929,OUTSTANDING PRODUCTION,FALSE,The Big House,74
1929,OUTSTANDING PRODUCTION,FALSE,Disraeli,75
1929,OUTSTANDING PRODUCTION,FALSE,The Divorcee,76
1929,OUTSTANDING PRODUCTION,FALSE,The Love Parade,77
1929,SOUND RECORDING,FALSE,The Case of Sergeant Grischa,78
1929,SOUND RECORDING,FALSE,The Love Parade,79
1929,SOUND RECORDING,FALSE,Raffles,80
1929,SOUND RECORDING,FALSE,Song of the Flame,81
1929,WRITING,FALSE,All Quiet on the Western Front,82
1929,WRITING,FALSE,Disraeli,83
1929,WRITING,FALSE,The Divorcee,84
1929,WRITING,FALSE,Street of Chance,85
1930,ACTOR,FALSE,Jackie Cooper,86
1930,ACTOR,FALSE,Richard Dix,87
1930,ACTOR,FALSE,Fredric March,88
1930,ACTOR,FALSE,Adolphe Menjou,89
1930,ACTRESS,FALSE,Marlene Dietrich,90
1930,ACTRESS,FALSE,Irene Dunne,91
1930,ACTRESS,FALSE,Ann Harding,92
1930,ACTRESS,FALSE,Norma Shearer,93
1930,ART DIRECTION,FALSE,Just Imagine,94
1930,ART DIRECTION,FALSE,Morocco,95
1930,ART DIRECTION,FALSE,Svengali,96
1930,ART DIRECTION,FALSE,Whoopee!,97
1930,CINEMATOGRAPHY,FALSE,Cimarron,98
1930,CINEMATOGRAPHY,FALSE,Morocco,99
1930,CINEMATOGRAPHY,FALSE,The Right to Love,100
1930,CINEMATOGRAPHY,FALSE,Svengali,101
1930,DIRECTING,FALSE,Cimarron,102
1930,DIRECTING,FALSE,A Free Soul,103
1930,DIRECTING,FALSE,The Front Page,104
1930,DIRECTING,FALSE,Morocco,105
1930,OUTSTANDING PRODUCTION,FALSE,East Lynne,106
1930,OUTSTANDING PRODUCTION,FALSE,The Front Page,107
1930,OUTSTANDING PRODUCTION,FALSE,Skippy,108
1930,OUTSTANDING PRODUCTION,FALSE,Trader Horn,109
1930,SOUND RECORDING,FALSE,Samuel Goldwyn - United Artists Studio Sound Department,110
1930,SOUND RECORDING,FALSE,Metro-Goldwyn-Mayer Studio Sound Department,111
1930,SOUND RECORDING,FALSE,RKO Radio Studio Sound Department,112
1930,WRITING (Adaptation),FALSE,The Criminal Code,113
1930,WRITING (Adaptation),FALSE,Holiday,114
1930,WRITING (Adaptation),FALSE,Little Caesar,115
1930,WRITING (Adaptation),FALSE,Skippy,116
1930,WRITING (Original Story),FALSE,The Doorway to Hell,117
1930,WRITING (Original Story),FALSE,Laughter,118
1930,WRITING (Original Story),FALSE,The Public Enemy,119
1930,WRITING (Original Story),FALSE,Smart Money,120
1931,ACTOR,FALSE,Alfred Lunt,121
1931,ACTRESS,FALSE,Marie Dressler,122
1931,ACTRESS,FALSE,Lynn Fontanne,123
1931,ART DIRECTION,FALSE,Ã€ Nous la LibertÃ©,124
1931,ART DIRECTION,FALSE,Arrowsmith,125
1931,CINEMATOGRAPHY,FALSE,Arrowsmith,126
1931,CINEMATOGRAPHY,FALSE,Dr. Jekyll and Mr. Hyde,127
1931,DIRECTING,FALSE,The Champ,128
1931,DIRECTING,FALSE,Shanghai Express,129
1931,OUTSTANDING PRODUCTION,FALSE,Arrowsmith,130
1931,OUTSTANDING PRODUCTION,FALSE,Bad Girl,131
1931,OUTSTANDING PRODUCTION,FALSE,The Champ,132
1931,OUTSTANDING PRODUCTION,FALSE,Five Star Final,133
1931,OUTSTANDING PRODUCTION,FALSE,One Hour with You,134
1931,OUTSTANDING PRODUCTION,FALSE,Shanghai Express,135
1931,OUTSTANDING PRODUCTION,FALSE,The Smiling Lieutenant,136
1931,SHORT SUBJECT (Cartoon),FALSE,It's Got Me Again,137
1931,SHORT SUBJECT (Cartoon),FALSE,Mickey's Orphans,138
1931,SHORT SUBJECT (Comedy),FALSE,The Loud Mouth,139
1931,SHORT SUBJECT (Comedy),FALSE,Scratch-As-Catch-Can,140
1931,SHORT SUBJECT (Comedy),FALSE,Stout Hearts and Willing Hands,141
1931,SHORT SUBJECT (Novelty),FALSE,Screen Souvenirs,142
1931,SHORT SUBJECT (Novelty),FALSE,Swing High,143
1931,SOUND RECORDING,FALSE,Metro-Goldwyn-Mayer Studio Sound Department,144
1931,SOUND RECORDING,FALSE,RKO Radio Studio Sound Department,145
1931,SOUND RECORDING,FALSE,Warner Bros.-First National Studio Sound Department,146
1931,WRITING (Adaptation),FALSE,Arrowsmith,147
1931,WRITING (Adaptation),FALSE,Dr. Jekyll and Mr. Hyde,148
1931,WRITING (Original Story),FALSE,Lady and Gent,149
1931,WRITING (Original Story),FALSE,The Star Witness,150
1931,WRITING (Original Story),FALSE,What Price Hollywood?,151
1932,ACTOR,FALSE,Leslie Howard,152
1932,ACTOR,FALSE,Paul Muni,153
1932,ACTRESS,FALSE,May Robson,154
1932,ACTRESS,FALSE,Diana Wynyard,155
1932,ART DIRECTION,FALSE,A Farewell to Arms,156
1932,ART DIRECTION,FALSE,When Ladies Meet,157
1932,ASSISTANT DIRECTOR,FALSE,Percy Ikerd (Fox),158
1932,ASSISTANT DIRECTOR,FALSE,Bunny Dull (Metro-Goldwyn-Mayer),159
1932,ASSISTANT DIRECTOR,FALSE,John S. Waters (Metro-Goldwyn-Mayer),160
1932,ASSISTANT DIRECTOR,FALSE,Sidney S. Brod (Paramount),161
1932,ASSISTANT DIRECTOR,FALSE,Arthur Jacobson (Paramount),162
1932,ASSISTANT DIRECTOR,FALSE,Eddie Killey (RKO Radio),163
1932,ASSISTANT DIRECTOR,FALSE,Benjamin Silvey (United Artists),164
1932,ASSISTANT DIRECTOR,FALSE,Joe McDonough (Universal),165
1932,ASSISTANT DIRECTOR,FALSE,W. J. Reiter (Universal),166
1932,ASSISTANT DIRECTOR,FALSE,Al Alborn (Warner Bros.),167
1932,ASSISTANT DIRECTOR,FALSE,Frank X. Shaw (Warner Bros.),168
1932,CINEMATOGRAPHY,FALSE,Reunion in Vienna,169
1932,CINEMATOGRAPHY,FALSE,The Sign of the Cross,170
1932,DIRECTING,FALSE,Lady for a Day,171
1932,DIRECTING,FALSE,Little Women,172
1932,OUTSTANDING PRODUCTION,FALSE,A Farewell to Arms,173
1932,OUTSTANDING PRODUCTION,FALSE,42nd Street,174
1932,OUTSTANDING PRODUCTION,FALSE,I Am a Fugitive from a Chain Gang,175
1932,OUTSTANDING PRODUCTION,FALSE,Lady for a Day,176
1932,OUTSTANDING PRODUCTION,FALSE,Little Women,177
1932,OUTSTANDING PRODUCTION,FALSE,The Private Life of Henry VIII,178
1932,OUTSTANDING PRODUCTION,FALSE,She Done Him Wrong,179
1932,OUTSTANDING PRODUCTION,FALSE,Smilin' Through,180
1932,OUTSTANDING PRODUCTION,FALSE,State Fair,181
1932,SHORT SUBJECT (Cartoon),FALSE,Building a Building,182
1932,SHORT SUBJECT (Cartoon),FALSE,The Merry Old Soul,183
1932,SHORT SUBJECT (Comedy),FALSE,Mister Mugg,184
1932,SHORT SUBJECT (Comedy),FALSE,A Preferred List,185
1932,SHORT SUBJECT (Novelty),FALSE,Menu,186
1932,SHORT SUBJECT (Novelty),FALSE,The Sea,187
1932,SOUND RECORDING,FALSE,42nd Street,188
1932,SOUND RECORDING,FALSE,Gold Diggers of 1933,189
1932,SOUND RECORDING,FALSE,I Am a Fugitive from a Chain Gang,190
1932,WRITING (Adaptation),FALSE,Lady for a Day,191
1932,WRITING (Adaptation),FALSE,State Fair,192
1932,WRITING (Original Story),FALSE,The Prizefighter and the Lady,193
1932,WRITING (Original Story),FALSE,Rasputin and the Empress,194
1934,ACTOR,FALSE,Frank Morgan,195
1934,ACTOR,FALSE,William Powell,196
1934,ACTRESS,FALSE,Bette Davis,197
1934,ACTRESS,FALSE,Grace Moore,198
1934,ACTRESS,FALSE,Norma Shearer,199
1934,ART DIRECTION,FALSE,The Affairs of Cellini,200
1934,ART DIRECTION,FALSE,The Gay Divorcee,201
1934,ASSISTANT DIRECTOR,FALSE,Cleopatra,202
1934,ASSISTANT DIRECTOR,FALSE,Imitation of Life,203
1934,CINEMATOGRAPHY,FALSE,The Affairs of Cellini,204
1934,CINEMATOGRAPHY,FALSE,Operator 13,205
1934,DIRECTING,FALSE,One Night of Love,206
1934,DIRECTING,FALSE,The Thin Man,207
1934,FILM EDITING,FALSE,Cleopatra,208
1934,FILM EDITING,FALSE,One Night of Love,209
1934,MUSIC (Scoring),FALSE,The Gay Divorcee,210
1934,MUSIC (Scoring),FALSE,The Lost Patrol,211
1934,MUSIC (Song),FALSE,Flying Down to Rio,212
1934,MUSIC (Song),FALSE,She Loves Me Not,213
1934,OUTSTANDING PRODUCTION,FALSE,The Barretts of Wimpole Street,214
1934,OUTSTANDING PRODUCTION,FALSE,Cleopatra,215
1934,OUTSTANDING PRODUCTION,FALSE,Flirtation Walk,216
1934,OUTSTANDING PRODUCTION,FALSE,The Gay Divorcee,217
1934,OUTSTANDING PRODUCTION,FALSE,Here Comes the Navy,218
1934,OUTSTANDING PRODUCTION,FALSE,The House of Rothschild,219
1934,OUTSTANDING PRODUCTION,FALSE,Imitation of Life,220
1934,OUTSTANDING PRODUCTION,FALSE,One Night of Love,221
1934,OUTSTANDING PRODUCTION,FALSE,The Thin Man,222
1934,OUTSTANDING PRODUCTION,FALSE,Viva Villa!,223
1934,OUTSTANDING PRODUCTION,FALSE,The White Parade,224
1934,SHORT SUBJECT (Cartoon),FALSE,Holiday Land,225
1934,SHORT SUBJECT (Cartoon),FALSE,Jolly Little Elves,226
1934,SHORT SUBJECT (Comedy),FALSE,Men in Black,227
1934,SHORT SUBJECT (Comedy),FALSE,"What, No Men!",228
1934,SHORT SUBJECT (Novelty),FALSE,Bosom Friends,229
1934,SHORT SUBJECT (Novelty),FALSE,Strikes and Spares,230
1934,SOUND RECORDING,FALSE,The Affairs of Cellini,231
1934,SOUND RECORDING,FALSE,Cleopatra,232
1934,SOUND RECORDING,FALSE,Flirtation Walk,233
1934,SOUND RECORDING,FALSE,The Gay Divorcee,234
1934,SOUND RECORDING,FALSE,Imitation of Life,235
1934,SOUND RECORDING,FALSE,Viva Villa!,236
1934,SOUND RECORDING,FALSE,The White Parade,237
1934,WRITING (Adaptation),FALSE,The Thin Man,238
1934,WRITING (Adaptation),FALSE,Viva Villa!,239
1934,WRITING (Original Story),FALSE,Hide-Out,240
1934,WRITING (Original Story),FALSE,The Richest Girl in the World,241
1935,ACTOR,FALSE,Clark Gable,242
1935,ACTOR,FALSE,Charles Laughton,243
1935,ACTOR,FALSE,Paul Muni,244
1935,ACTOR,FALSE,Franchot Tone,245
1935,ACTRESS,FALSE,Elisabeth Bergner,246
1935,ACTRESS,FALSE,Claudette Colbert,247
1935,ACTRESS,FALSE,Katharine Hepburn,248
1935,ACTRESS,FALSE,Miriam Hopkins,249
1935,ACTRESS,FALSE,Merle Oberon,250
1935,ART DIRECTION,FALSE,The Lives of a Bengal Lancer,251
1935,ART DIRECTION,FALSE,Top Hat,252
1935,ASSISTANT DIRECTOR,FALSE,David Copperfield,253
1935,ASSISTANT DIRECTOR,FALSE,Les Miserables,254
1935,ASSISTANT DIRECTOR,FALSE,A Midsummer Night's Dream,255
1935,CINEMATOGRAPHY,FALSE,Barbary Coast,256
1935,CINEMATOGRAPHY,FALSE,The Crusades,257
1935,CINEMATOGRAPHY,FALSE,Les Miserables,258
1935,DANCE DIRECTION,FALSE,Busby Berkeley,259
1935,DANCE DIRECTION,FALSE,Bobby Connolly,260
1935,DANCE DIRECTION,FALSE,Sammy Lee,261
1935,DANCE DIRECTION,FALSE,Hermes Pan,262
1935,DANCE DIRECTION,FALSE,LeRoy Prinz,263
1935,DANCE DIRECTION,FALSE,Benjamin Zemach,264
1935,DIRECTING,FALSE,Captain Blood,265
1935,DIRECTING,FALSE,The Lives of a Bengal Lancer,266
1935,DIRECTING,FALSE,Mutiny on the Bounty,267
1935,FILM EDITING,FALSE,David Copperfield,268
1935,FILM EDITING,FALSE,The Informer,269
1935,FILM EDITING,FALSE,Les Miserables,270
1935,FILM EDITING,FALSE,The Lives of a Bengal Lancer,271
1935,FILM EDITING,FALSE,Mutiny on the Bounty,272
1935,MUSIC (Scoring),FALSE,Captain Blood,273
1935,MUSIC (Scoring),FALSE,Mutiny on the Bounty,274
1935,MUSIC (Scoring),FALSE,Peter Ibbetson,275
1935,MUSIC (Song),FALSE,Top Hat,276
1935,MUSIC (Song),FALSE,Roberta,277
1935,OUTSTANDING PRODUCTION,FALSE,Alice Adams,278
1935,OUTSTANDING PRODUCTION,FALSE,Broadway Melody of 1936,279
1935,OUTSTANDING PRODUCTION,FALSE,Captain Blood,280
1935,OUTSTANDING PRODUCTION,FALSE,David Copperfield,281
1935,OUTSTANDING PRODUCTION,FALSE,The Informer,282
1935,OUTSTANDING PRODUCTION,FALSE,Les Miserables,283
1935,OUTSTANDING PRODUCTION,FALSE,The Lives of a Bengal Lancer,284
1935,OUTSTANDING PRODUCTION,FALSE,A Midsummer Night's Dream,285
1935,OUTSTANDING PRODUCTION,FALSE,Naughty Marietta,286
1935,OUTSTANDING PRODUCTION,FALSE,Ruggles of Red Gap,287
1935,OUTSTANDING PRODUCTION,FALSE,Top Hat,288
1935,SHORT SUBJECT (Cartoon),FALSE,The Calico Dragon,289
1935,SHORT SUBJECT (Cartoon),FALSE,Who Killed Cock Robin?,290
1935,SHORT SUBJECT (Comedy),FALSE,"Oh, My Nerves",291
1935,SHORT SUBJECT (Comedy),FALSE,Tit for Tat,292
1935,SHORT SUBJECT (Novelty),FALSE,Audioscopiks,293
1935,SHORT SUBJECT (Novelty),FALSE,Camera Thrills,294
1935,SOUND RECORDING,FALSE,Bride of Frankenstein,295
1935,SOUND RECORDING,FALSE,Captain Blood,296
1935,SOUND RECORDING,FALSE,The Dark Angel,297
1935,SOUND RECORDING,FALSE,I Dream Too Much,298
1935,SOUND RECORDING,FALSE,The Lives of a Bengal Lancer,299
1935,SOUND RECORDING,FALSE,Love Me Forever,300
1935,SOUND RECORDING,FALSE,"$1,000 a Minute",301
1935,SOUND RECORDING,FALSE,Thanks a Million,302
1935,WRITING (Original Story),FALSE,Broadway Melody of 1936,303
1935,WRITING (Original Story),FALSE,G-Men,304
1935,WRITING (Original Story),FALSE,The Gay Deception,305
1935,WRITING (Screenplay),FALSE,Captain Blood,306
1935,WRITING (Screenplay),FALSE,The Lives of a Bengal Lancer,307
1935,WRITING (Screenplay),FALSE,Mutiny on the Bounty,308
1936,ACTOR,FALSE,Gary Cooper,309
1936,ACTOR,FALSE,Walter Huston,310
1936,ACTOR,FALSE,William Powell,311
1936,ACTOR,FALSE,Spencer Tracy,312
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Mischa Auer,313
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Stuart Erwin,314
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Basil Rathbone,315
1936,ACTOR IN A SUPPORTING ROLE,FALSE,Akim Tamiroff,316
1936,ACTRESS,FALSE,Irene Dunne,317
1936,ACTRESS,FALSE,Gladys George,318
1936,ACTRESS,FALSE,Carole Lombard,319
1936,ACTRESS,FALSE,Norma Shearer,320
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Beulah Bondi,321
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Alice Brady,322
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Bonita Granville,323
1936,ACTRESS IN A SUPPORTING ROLE,FALSE,Maria Ouspenskaya,324
1936,ART DIRECTION,FALSE,Anthony Adverse,325
1936,ART DIRECTION,FALSE,The Great Ziegfeld,326
1936,ART DIRECTION,FALSE,Lloyds of London,327
1936,ART DIRECTION,FALSE,The Magnificent Brute,328
1936,ART DIRECTION,FALSE,Romeo and Juliet,329
1936,ART DIRECTION,FALSE,Winterset,330
1936,ASSISTANT DIRECTOR,FALSE,Anthony Adverse,331
1936,ASSISTANT DIRECTOR,FALSE,The Garden of Allah,332
1936,ASSISTANT DIRECTOR,FALSE,The Last of the Mohicans,333
1936,ASSISTANT DIRECTOR,FALSE,San Francisco,334
1936,CINEMATOGRAPHY,FALSE,The General Died at Dawn,335
1936,CINEMATOGRAPHY,FALSE,The Gorgeous Hussy,336
1936,DANCE DIRECTION,FALSE,Busby Berkeley,337
1936,DANCE DIRECTION,FALSE,Bobby Connolly,338
1936,DANCE DIRECTION,FALSE,Dave Gould,339
1936,DANCE DIRECTION,FALSE,Jack Haskell,340
1936,DANCE DIRECTION,FALSE,Russell Lewis,341
1936,DANCE DIRECTION,FALSE,Hermes Pan,342
1936,DIRECTING,FALSE,Dodsworth,343
1936,DIRECTING,FALSE,The Great Ziegfeld,344
1936,DIRECTING,FALSE,My Man Godfrey,345
1936,DIRECTING,FALSE,San Francisco,346
1936,FILM EDITING,FALSE,Come and Get It,347
1936,FILM EDITING,FALSE,The Great Ziegfeld,348
1936,FILM EDITING,FALSE,Lloyds of London,349
1936,FILM EDITING,FALSE,A Tale of Two Cities,350
1936,FILM EDITING,FALSE,Theodora Goes Wild,351
1936,MUSIC (Scoring),FALSE,The Charge of the Light Brigade,352
1936,MUSIC (Scoring),FALSE,The Garden of Allah,353
1936,MUSIC (Scoring),FALSE,The General Died at Dawn,354
1936,MUSIC (Scoring),FALSE,Winterset,355
1936,MUSIC (Song),FALSE,Suzy,356
1936,MUSIC (Song),FALSE,Born to Dance,357
1936,MUSIC (Song),FALSE,Trail of the Lonesome Pine,358
1936,MUSIC (Song),FALSE,Pennies from Heaven,359
1936,MUSIC (Song),FALSE,"Sing, Baby, Sing",360
1936,OUTSTANDING PRODUCTION,FALSE,Anthony Adverse,361
1936,OUTSTANDING PRODUCTION,FALSE,Dodsworth,362
1936,OUTSTANDING PRODUCTION,FALSE,Libeled Lady,363
1936,OUTSTANDING PRODUCTION,FALSE,Mr. Deeds Goes to Town,364
1936,OUTSTANDING PRODUCTION,FALSE,Romeo and Juliet,365
1936,OUTSTANDING PRODUCTION,FALSE,San Francisco,366
1936,OUTSTANDING PRODUCTION,FALSE,The Story of Louis Pasteur,367
1936,OUTSTANDING PRODUCTION,FALSE,A Tale of Two Cities,368
1936,OUTSTANDING PRODUCTION,FALSE,Three Smart Girls,369
1936,SHORT SUBJECT (Cartoon),FALSE,Old Mill Pond,370
1936,SHORT SUBJECT (Cartoon),FALSE,Sinbad the Sailor,371
1936,SHORT SUBJECT (Color),FALSE,La Fiesta de Santa Barbara,372
1936,SHORT SUBJECT (Color),FALSE,Popular Science J-6-2,373
1936,SHORT SUBJECT (One-reel),FALSE,Moscow Moods,374
1936,SHORT SUBJECT (One-reel),FALSE,"Wanted, a Master",375
1936,SHORT SUBJECT (Two-reel),FALSE,Double or Nothing,376
1936,SHORT SUBJECT (Two-reel),FALSE,Dummy Ache,377
1936,SOUND RECORDING,FALSE,Banjo on My Knee,378
1936,SOUND RECORDING,FALSE,The Charge of the Light Brigade,379
1936,SOUND RECORDING,FALSE,Dodsworth,380
1936,SOUND RECORDING,FALSE,General Spanky,381
1936,SOUND RECORDING,FALSE,Mr. Deeds Goes to Town,382
1936,SOUND RECORDING,FALSE,The Texas Rangers,383
1936,SOUND RECORDING,FALSE,That Girl from Paris,384
1936,SOUND RECORDING,FALSE,Three Smart Girls,385
1936,WRITING (Original Story),FALSE,Fury,386
1936,WRITING (Original Story),FALSE,The Great Ziegfeld,387
1936,WRITING (Original Story),FALSE,San Francisco,388
1936,WRITING (Original Story),FALSE,Three Smart Girls,389
1936,WRITING (Screenplay),FALSE,After the Thin Man,390
1936,WRITING (Screenplay),FALSE,Dodsworth,391
1936,WRITING (Screenplay),FALSE,Mr. Deeds Goes to Town,392
1936,WRITING (Screenplay),FALSE,My Man Godfrey,393
1937,ACTOR,FALSE,Charles Boyer,394
1937,ACTOR,FALSE,Fredric March,395
1937,ACTOR,FALSE,Robert Montgomery,396
1937,ACTOR,FALSE,Paul Muni,397
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Ralph Bellamy,398
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Thomas Mitchell,399
1937,ACTOR IN A SUPPORTING ROLE,FALSE,H. B. Warner,400
1937,ACTOR IN A SUPPORTING ROLE,FALSE,Roland Young,401
1937,ACTRESS,FALSE,Irene Dunne,402
1937,ACTRESS,FALSE,Greta Garbo,403
1937,ACTRESS,FALSE,Janet Gaynor,404
1937,ACTRESS,FALSE,Barbara Stanwyck,405
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Andrea Leeds,406
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Anne Shirley,407
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Claire Trevor,408
1937,ACTRESS IN A SUPPORTING ROLE,FALSE,Dame May Whitty,409
1937,ART DIRECTION,FALSE,Conquest,410
1937,ART DIRECTION,FALSE,A Damsel in Distress,411
1937,ART DIRECTION,FALSE,Dead End,412
1937,ART DIRECTION,FALSE,Every Day's a Holiday,413
1937,ART DIRECTION,FALSE,The Life of Emile Zola,414
1937,ART DIRECTION,FALSE,Manhattan Merry-Go-Round,415
1937,ART DIRECTION,FALSE,The Prisoner of Zenda,416
1937,ART DIRECTION,FALSE,Souls at Sea,417
1937,ART DIRECTION,FALSE,Walter Wanger's Vogues of 1938,418
1937,ART DIRECTION,FALSE,Wee Willie Winkie,419
1937,ART DIRECTION,FALSE,You're a Sweetheart,420
1937,ASSISTANT DIRECTOR,FALSE,The Life of Emile Zola,421
1937,ASSISTANT DIRECTOR,FALSE,Lost Horizon,422
1937,ASSISTANT DIRECTOR,FALSE,Souls at Sea,423
1937,ASSISTANT DIRECTOR,FALSE,A Star Is Born,424
1937,CINEMATOGRAPHY,FALSE,Dead End,425
1937,CINEMATOGRAPHY,FALSE,Wings over Honolulu,426
1937,DANCE DIRECTION,FALSE,Busby Berkeley,427
1937,DANCE DIRECTION,FALSE,Bobby Connolly,428
1937,DANCE DIRECTION,FALSE,Dave Gould,429
1937,DANCE DIRECTION,FALSE,Sammy Lee,430
1937,DANCE DIRECTION,FALSE,Harry Losee,431
1937,DANCE DIRECTION,FALSE,LeRoy Prinz,432
1937,DIRECTING,FALSE,The Good Earth,433
1937,DIRECTING,FALSE,The Life of Emile Zola,434
1937,DIRECTING,FALSE,Stage Door,435
1937,DIRECTING,FALSE,A Star Is Born,436
1937,FILM EDITING,FALSE,The Awful Truth,437
1937,FILM EDITING,FALSE,Captains Courageous,438
1937,FILM EDITING,FALSE,The Good Earth,439
1937,FILM EDITING,FALSE,One Hundred Men and a Girl,440
1937,MUSIC (Scoring),FALSE,The Hurricane,441
1937,MUSIC (Scoring),FALSE,In Old Chicago,442
1937,MUSIC (Scoring),FALSE,The Life of Emile Zola,443
1937,MUSIC (Scoring),FALSE,Lost Horizon,444
1937,MUSIC (Scoring),FALSE,Make a Wish,445
1937,MUSIC (Scoring),FALSE,Maytime,446
1937,MUSIC (Scoring),FALSE,Portia on Trial,447
1937,MUSIC (Scoring),FALSE,The Prisoner of Zenda,448
1937,MUSIC (Scoring),FALSE,Quality Street,449
1937,MUSIC (Scoring),FALSE,Snow White and the Seven Dwarfs,450
1937,MUSIC (Scoring),FALSE,Something to Sing About,451
1937,MUSIC (Scoring),FALSE,Souls at Sea,452
1937,MUSIC (Scoring),FALSE,Way Out West,453
1937,MUSIC (Song),FALSE,Mr. Dodd Takes the Air,454
1937,MUSIC (Song),FALSE,Walter Wanger's Vogues of 1938,455
1937,MUSIC (Song),FALSE,Shall We Dance,456
1937,MUSIC (Song),FALSE,Artists and Models,457
1937,OUTSTANDING PRODUCTION,FALSE,The Awful Truth,458
1937,OUTSTANDING PRODUCTION,FALSE,Captains Courageous,459
1937,OUTSTANDING PRODUCTION,FALSE,Dead End,460
1937,OUTSTANDING PRODUCTION,FALSE,The Good Earth,461
